X,Y,numReview,avgReview,num,age,sex,job,zip
0.17481,0.38898,56,3.9821,481,73,M,retired,37771
0.018659,0.49323,26,3.4231,482,18,F,student,40256
0.1122,0.49464,59,3.0508,483,29,M,scientist,43212
0.43524,0.69473,139,3.9928,484,27,M,student,21208
0.0055854,0.4615,26,3.0385,485,44,F,educator,95821
0.13435,0.61035,189,3.2222,486,39,M,educator,93101
0.52773,0.78764,231,3.645,487,22,M,engineer,92121
0.38411,0.42035,154,3.3571,488,48,M,technician,21012
0.0027788,0.53181,109,3.7248,489,55,M,other,45218
0.067869,0.51042,57,2.7895,490,29,F,artist,V5A2B
0.060306,0.42921,33,3.8485,491,43,F,writer,53711
0.14213,0.3317,55,3.5273,492,57,M,educator,94618
0.35749,0.59471,135,3.7556,493,22,M,engineer,60090
0.13717,0.44821,47,3.8723,494,38,F,administrator,49428
0.56923,0.60187,213,3.9531,495,29,M,engineer,03052
0.26847,0.47789,129,3.031,496,21,F,student,55414
0.51781,0.75946,279,3.1792,497,20,M,student,50112
0.31235,0.32529,149,3.2886,498,26,M,writer,55408
0.25303,0.36545,102,3.8627,499,42,M,programmer,75006
0.37949,0.54583,225,3.3422,500,28,M,administrator,94305
0.10079,0.61409,73,3.7671,501,22,M,student,10025
0.0068842,0.50624,37,3.1081,502,22,M,student,23092
0.41366,0.30505,160,4.0187,503,50,F,writer,27514
0.48286,0.56916,251,3.6215,504,40,F,writer,92115
0.27857,0.55536,112,3.3661,505,27,F,other,20657
0.58685,0.48127,242,3.6736,506,46,M,programmer,03869
0.050263,0.61516,58,4.7241,507,18,F,writer,28450
0.30676,0.41647,87,3.8276,508,27,M,marketing,19382
0.023728,0.48057,33,2.5152,509,23,M,administrator,10011
0.0040712,0.49545,30,2.7667,510,34,M,other,98038
0.0053282,0.48904,24,3.75,511,22,M,student,21250
0.076813,0.45733,21,4.3333,512,29,M,other,20090
0.071141,0.54378,22,4.3636,513,43,M,administrator,26241
0.53883,0.45502,194,3.8402,514,27,M,programmer,20707
0.0040137,0.4925,40,3,515,53,M,marketing,49508
0.0662,0.43312,21,4.0952,516,53,F,librarian,10021
0.050007,0.52437,37,3.2973,517,24,M,student,55454
0.099169,0.62061,73,3.6438,518,49,F,writer,99709
0.0050316,0.48398,49,4.1224,519,22,M,other,55320
0.012965,0.46135,23,3.4348,520,62,M,healthcare,12603
0.36117,0.63344,150,3.14,521,19,M,student,02146
0.11894,0.38193,30,4.3333,522,36,M,engineer,55443
0.22261,0.4221,100,4.36,523,50,F,administrator,04102
0.62147,0.26096,306,3.4935,524,56,M,educator,02159
0.078878,0.58315,54,3.2963,525,27,F,administrator,19711
0.064954,0.54415,68,3.2353,526,30,M,marketing,97124
0.39062,0.25426,137,3.8321,527,33,M,librarian,12180
0.16409,0.4655,53,3.717,528,18,M,student,55104
0.0024258,0.49993,43,3.6047,529,47,F,administrator,44224
0.13614,0.45092,45,3.8889,530,29,M,engineer,94040
0.0026994,0.47631,30,3.2333,531,30,F,salesman,97408
0.54348,0.66086,274,4.1204,532,20,M,student,92705
0.55607,0.56151,260,3.3846,533,43,M,librarian,02324
0.103,0.68591,80,4.075,534,20,M,student,05464
0.5214,0.18103,218,3.9358,535,45,F,educator,80302
0.46281,0.46803,163,3.8712,536,38,M,engineer,30078
0.67415,0.14904,490,2.8653,537,36,M,engineer,22902
0.2999,0.47036,81,3.6173,538,31,M,scientist,21010
0.13411,0.36175,56,3.9821,539,53,F,administrator,80303
0.091553,0.59578,63,3.7143,540,28,M,engineer,91201
0.29229,0.58793,133,3.6241,541,19,F,student,84302
0.34875,0.48908,135,3.4889,542,21,M,student,60515
0.46434,0.3936,197,3.533,543,33,M,scientist,95123
0.004381,0.48202,31,2.8065,544,44,F,other,29464
0.40986,0.667,162,3.5062,545,27,M,technician,08052
0.093962,0.55116,59,3.8983,546,36,M,executive,22911
0.0078622,0.46679,23,3.6522,547,50,M,educator,14534
0.23864,0.67049,155,3.671,548,51,M,writer,95468
0.056564,0.53421,25,3.72,549,42,M,scientist,45680
0.044397,0.56141,40,3.675,550,16,F,student,95453
0.7028,0.83207,334,3.8024,551,25,M,programmer,55414
0.091816,0.62419,84,3.0952,552,45,M,other,68147
0.29202,0.21293,100,4.17,553,58,M,educator,62901
0.30381,0.60917,114,3.5702,554,32,M,scientist,62901
0.10836,0.52182,52,4.0192,555,29,F,educator,23227
0.12141,0.35508,44,4.2045,556,35,F,educator,30606
0.069638,0.46973,53,3.7547,557,30,F,writer,11217
0.028803,0.43103,20,4.2,558,56,F,writer,63132
0.1995,0.41101,76,3.5789,559,69,M,executive,10022
0.18452,0.49583,101,3.396,560,32,M,student,10003
0.63188,0.30604,357,3.0252,561,23,M,engineer,60005
0.22037,0.43453,72,3.5417,562,54,F,administrator,20879
0.072177,0.51509,30,3.7667,563,39,F,librarian,32707
0.038399,0.53275,34,3.4118,564,65,M,retired,94591
0.066428,0.37411,35,4.5429,565,40,M,student,55422
0.37261,0.44866,149,3.443,566,20,M,student,14627
0.36694,0.15663,155,3.9548,567,24,M,entertainment,10003
0.15264,0.26902,81,3.3704,568,39,M,educator,01915
0.091689,0.58342,70,3.4857,569,34,M,educator,91903
0.0056298,0.46367,22,2.6818,570,26,M,educator,14627
0.062464,0.42438,20,3.45,571,34,M,artist,01945
0.022858,0.45803,20,3.25,572,51,M,educator,20003
0.14793,0.36577,51,3.7451,573,68,M,retired,48911
0.011773,0.46188,46,3.5217,574,56,M,educator,53188
0.089938,0.43671,26,3.1538,575,33,M,marketing,46032
0.083625,0.50018,36,3.5278,576,48,M,executive,98281
0.49479,0.69878,188,3.8032,577,36,F,student,77845
0.016354,0.50011,24,2.6667,578,31,M,administrator,M7A1A
0.19257,0.45692,74,3.473,579,32,M,educator,48103
0.065198,0.58926,47,3.5532,580,16,M,student,17961
0.048152,0.4487,28,4.0357,581,37,M,other,94131
0.082602,0.58613,62,3.2742,582,17,M,student,93003
0.090579,0.4201,27,4.4444,583,44,M,engineer,29631
0.06571,0.50578,24,3.5417,584,25,M,student,27511
0.078279,0.34403,80,3.7375,585,69,M,librarian,98501
0.3583,0.7129,166,3.3253,586,20,M,student,79508
0.0039262,0.50596,98,2.9694,587,26,M,other,14216
0.47979,0.70046,225,3.7422,588,18,F,student,93063
0.0026599,0.51001,43,3.4419,589,21,M,lawyer,90034
0.056337,0.46099,48,3.5,590,50,M,educator,82435
0.19905,0.3831,84,3.6548,591,57,F,librarian,92093
0.64917,0.5064,360,3.8139,592,18,M,student,97520
0.37513,0.6049,156,3.609,593,31,F,educator,68767
0.047552,0.44261,25,3.48,594,46,M,educator,M4J2K
0.094688,0.58972,96,3.1979,595,25,M,programmer,31909
0.021643,0.50064,20,3.6,596,20,M,artist,77073
0.052396,0.54279,41,3.6341,597,23,M,other,84116
0.010926,0.47977,25,3.68,598,40,F,marketing,43085
0.0427,0.56288,47,3.8936,599,22,F,student,R3T5K
0.23433,0.53786,89,3.5843,600,34,M,programmer,02320
0.32757,0.48155,148,3.0811,601,19,F,artist,99687
0.045917,0.53474,29,3.7931,602,47,F,other,34656
0.13845,0.52246,47,3.7872,603,21,M,programmer,47905
0.061049,0.46459,27,3.2963,604,39,M,educator,11787
0.21249,0.45736,90,3.7556,605,33,M,engineer,33716
0.62052,0.69383,236,3.9661,606,28,M,programmer,63044
0.091498,0.37029,37,3.8378,607,49,F,healthcare,02154
0.35236,0.31877,163,3.6748,608,22,M,other,10003
0.017583,0.47684,28,2.3929,609,13,F,student,55106
0.22657,0.43282,75,3.7333,610,22,M,student,21227
0.0048757,0.46247,42,3.8333,611,46,M,librarian,77008
0.044351,0.4932,27,3.3704,612,36,M,educator,79070
0.087911,0.42844,28,4.3214,613,37,F,marketing,29678
0.050915,0.52848,39,3.1282,614,54,M,educator,80227
0.25198,0.26107,103,3.8641,615,38,M,educator,27705
0.0041333,0.49328,43,3.6279,616,55,M,scientist,50613
0.134,0.36864,108,2.6204,617,27,F,writer,11201
0.53228,0.564,216,3.287,618,15,F,student,44212
0.19002,0.65079,89,3.5056,619,17,M,student,44134
0.18618,0.64185,110,3.8273,620,18,F,writer,81648
0.32928,0.74601,171,3.5497,621,17,M,student,60402
0.51471,0.60576,228,3.3904,622,25,M,programmer,14850
0.1458,0.44966,45,3.7333,623,50,F,educator,60187
0.12617,0.67226,141,3.5319,624,19,M,student,30067
0.28573,0.4188,106,3.434,625,27,M,programmer,20723
0.0077146,0.47396,32,2.3438,626,23,M,scientist,19807
0.39432,0.54239,181,3.2928,627,24,M,engineer,08034
0.016741,0.48542,27,4.7037,628,13,M,none,94306
0.33386,0.45618,121,4.0826,629,46,F,other,44224
0.1871,0.66454,108,3.3241,630,26,F,healthcare,55408
0.0057268,0.47223,20,3.1,631,18,F,student,38866
0.39618,0.53205,118,3.661,632,18,M,student,55454
0.14128,0.52883,58,3.3103,633,35,M,programmer,55414
0.13431,0.65654,135,3.3704,634,39,M,engineer,T8H1N
0.018939,0.50298,34,3.2647,635,22,M,other,23237
0.041973,0.50277,20,4.45,636,47,M,educator,48043
0.082693,0.57898,104,2.4904,637,30,M,other,74101
0.23302,0.52138,67,3.5373,638,45,M,engineer,01940
0.23387,0.27713,148,2.9595,639,42,F,librarian,12065
0.29048,0.51647,109,4.2294,640,20,M,student,61801
0.095283,0.36495,40,4.125,641,24,M,student,60626
0.52685,0.81223,318,3.6226,642,18,F,student,95521
0.5558,0.50149,206,3.7379,643,39,M,scientist,55122
0.048353,0.56723,42,4,644,51,M,retired,63645
0.35759,0.29209,122,3.959,645,27,M,programmer,53211
0.005002,0.48743,38,2.9474,646,17,F,student,51250
0.15828,0.53534,58,3.8276,647,40,M,educator,45810
0.59013,0.64178,297,3.2593,648,43,M,engineer,91351
0.052355,0.53932,24,3.7917,649,20,M,student,39762
0.63092,0.39115,311,3.1543,650,42,M,engineer,83814
0.01362,0.43989,21,3.2857,651,65,M,retired,02903
0.017899,0.49437,22,3.1364,652,35,M,other,22911
0.49656,0.59811,283,2.6926,653,31,M,executive,55105
0.35815,0.65095,147,3.6871,654,27,F,student,78739
0.67619,0.35665,685,2.908,655,50,F,healthcare,60657
0.0061923,0.45416,24,2.5417,656,48,M,educator,10314
0.031607,0.49541,29,3.2414,657,26,F,none,78704
0.18314,0.44238,71,3.7324,658,33,M,programmer,92626
0.49245,0.29466,191,3.7906,659,31,M,educator,54248
0.38378,0.5517,224,2.5848,660,26,M,student,77380
0.38391,0.42804,121,3.9174,661,28,M,programmer,98121
0.030208,0.449,23,3.8696,662,55,M,librarian,19102
0.26722,0.64469,158,3.5316,663,26,M,other,19341
0.45604,0.29379,166,3.747,664,30,M,engineer,94115
0.31657,0.61227,142,3.4789,665,25,M,administrator,55412
0.56025,0.24447,245,3.6653,666,44,M,administrator,61820
0.13651,0.38484,47,3.9574,667,35,M,librarian,01970
0.05095,0.50079,46,3.5217,668,29,F,writer,10016
0.23195,0.384,100,3.38,669,37,M,other,20009
0.14278,0.37514,46,3.8478,670,30,M,technician,21114
0.29668,0.69685,124,3.5806,671,21,M,programmer,91919
0.038592,0.48411,29,3.2414,672,54,F,administrator,90095
0.018706,0.4695,35,3.8857,673,51,M,educator,22906
0.06479,0.59242,41,3.6585,674,13,F,student,55337
0.03186,0.4184,34,3.7059,675,34,M,other,28814
0.13592,0.52032,77,3.5844,676,30,M,programmer,32712
0.052421,0.56845,49,3.5918,677,20,M,other,99835
0.056953,0.51002,28,3.4286,678,50,M,educator,61462
0.19179,0.48258,62,3.6613,679,20,F,student,54302
0.093348,0.49075,38,4,680,33,M,lawyer,90405
0.0040723,0.46527,22,3.2273,681,44,F,marketing,97208
0.67668,0.82587,399,3.1378,682,23,M,programmer,55128
0.056792,0.46731,75,3.2267,683,42,M,librarian,23509
0.21568,0.57119,86,3.4884,684,28,M,student,55414
0.0058714,0.45595,20,2.05,685,32,F,librarian,55409
0.30189,0.31423,71,4.5634,686,32,M,educator,26506
0.0057274,0.47947,21,3.4762,687,31,F,healthcare,27713
0.003644,0.4791,24,4.8333,688,37,F,administrator,60476
0.071326,0.59578,36,3.8333,689,25,M,other,45439
0.26735,0.52489,115,3.1478,690,35,M,salesman,63304
0.10256,0.43024,32,4.2188,691,34,M,educator,60089
0.073102,0.49693,40,3.275,692,34,M,engineer,18053
0.35703,0.43489,154,3.1364,693,43,F,healthcare,85210
0.4973,0.26915,157,4.1529,694,60,M,programmer,06365
0.0065374,0.47342,38,3.2895,695,26,M,writer,38115
0.030239,0.43237,29,3.931,696,55,M,other,94920
0.10014,0.64747,105,3.7143,697,25,M,other,77042
0.26405,0.37015,127,2.8425,698,28,F,programmer,06906
0.13864,0.56625,149,3.1477,699,44,M,other,96754
0.094517,0.47166,21,3.6667,700,17,M,student,76309
0.033698,0.46993,33,4.2121,701,51,F,librarian,56321
0.029754,0.49938,31,2.4516,702,37,M,other,89104
0.080794,0.59022,47,3.5319,703,26,M,educator,49512
0.21721,0.27112,90,3.7778,704,51,F,librarian,91105
0.2966,0.68563,114,3.7105,705,21,F,student,54494
0.049497,0.5478,29,3.3103,706,23,M,student,55454
0.33725,0.20053,236,3.4958,707,56,F,librarian,19146
0.093529,0.64663,105,3.2,708,26,F,homemaker,96349
0.35103,0.67847,138,3.5725,709,21,M,other,N4T1A
0.22538,0.40093,86,3.6977,710,19,M,student,92020
0.4933,0.4484,221,3.8597,711,22,F,student,15203
0.34012,0.58647,162,3.7654,712,22,F,student,54901
0.0050093,0.45486,30,2.9667,713,42,F,other,07204
0.0734,0.60825,44,3.5227,714,26,M,engineer,55343
0.41671,0.67566,167,3.3832,715,21,M,technician,91206
0.72645,0.27195,269,3.8885,716,36,F,administrator,44265
0.088739,0.63845,93,3.7097,717,24,M,technician,84105
0.052318,0.58326,39,3.6923,718,42,M,technician,64118
0.15462,0.47212,67,3.1045,719,37,F,other,V0R2H
0.0066914,0.4492,30,3.9667,720,49,F,administrator,16506
0.29013,0.53287,168,3.5357,721,24,F,entertainment,11238
0.056887,0.5646,42,3.619,722,50,F,homemaker,17331
0.060666,0.46434,22,3.2727,723,26,M,executive,94403
0.0032523,0.50112,85,2.1647,724,31,M,executive,40243
0.021685,0.49816,25,3.8,725,21,M,student,91711
0.023002,0.50026,24,3,726,25,F,administrator,80538
0.57073,0.7551,322,3.0373,727,25,M,student,78741
0.034084,0.50224,26,3.5769,728,58,M,executive,94306
0.0059147,0.48512,21,2.8571,729,19,M,student,56567
0.054222,0.54931,38,3.2368,730,31,F,scientist,32114
0.21418,0.35422,83,3.3855,731,41,F,educator,70403
0.0023136,0.47004,20,3.7,732,28,F,other,98405
0.0847,0.51212,107,3.028,733,44,F,other,60630
0.18871,0.44246,64,3.6094,734,25,F,other,63108
0.056906,0.50392,53,3.3208,735,29,F,healthcare,85719
0.025564,0.47303,24,3,736,48,F,writer,94618
0.12121,0.42272,33,3.9697,737,30,M,programmer,98072
0.46029,0.53375,148,3.6757,738,35,M,technician,95403
0.1054,0.45216,35,3.6,739,35,M,technician,73162
0.0044307,0.47218,20,3.4,740,25,F,educator,22206
0.28902,0.5024,104,3.4615,741,25,M,writer,63108
0.056085,0.50614,26,3.4615,742,35,M,student,29210
0.027959,0.48336,35,3.6857,743,31,M,programmer,92660
0.074939,0.42812,27,3.8519,744,35,M,marketing,47024
0.15194,0.42048,60,3.1,745,42,M,writer,55113
0.24156,0.58441,67,3.6418,746,25,M,engineer,19047
0.69847,0.18318,293,4.0546,747,19,M,other,93612
0.34832,0.39007,108,3.7222,748,28,M,administrator,94720
0.69509,0.62635,305,3.623,749,33,M,other,80919
0.0039237,0.48441,33,3.0909,750,28,M,administrator,32303
0.39147,0.5218,168,3.5417,751,24,F,other,90034
0.0067525,0.4883,73,3.2055,752,60,M,retired,21201
0.15957,0.38833,57,3.5965,753,56,M,salesman,91206
0.037621,0.51506,34,3.3824,754,59,F,librarian,62901
0.0018564,0.4824,38,3.1053,755,44,F,educator,97007
0.23035,0.56449,109,3.1927,756,30,F,none,90247
0.38978,0.71033,166,3.3675,757,26,M,student,55104
0.68588,0.49529,357,3.8768,758,27,M,student,53706
0.057883,0.58497,32,4.0625,759,20,F,student,68503
0.078585,0.50751,41,3.2439,760,35,F,other,14211
0.075023,0.5818,66,2.8485,761,17,M,student,97302
0.0282,0.45729,21,3.0476,762,32,M,administrator,95050
0.33546,0.40999,129,3.7829,763,27,M,scientist,02113
0.27059,0.61739,109,3.6881,764,27,F,educator,62903
0.044269,0.43321,23,4.087,765,31,M,student,33066
0.43155,0.28198,175,3.3543,766,42,M,other,10960
0.11222,0.40861,37,4.4324,767,70,M,engineer,00000
0.089591,0.57108,64,3.2656,768,29,M,administrator,12866
0.041995,0.52577,29,3.069,769,39,M,executive,06927
0.084659,0.60519,64,4.2969,770,28,M,student,14216
0.15785,0.49352,70,3.7143,771,26,M,student,15232
0.0044584,0.50832,33,4,772,50,M,writer,27105
0.32191,0.42722,161,3.2795,773,20,M,student,55414
0.32944,0.48661,224,2.058,774,30,M,student,80027
0.0041532,0.4684,28,3.7857,775,46,M,executive,90036
0.25514,0.3737,105,3.4667,776,30,M,librarian,51157
0.11424,0.44941,36,4.0556,777,63,M,programmer,01810
0.17526,0.50306,65,2.9538,778,34,M,student,01960
0.079682,0.57448,37,3.9189,779,31,M,student,K7L5J
0.18779,0.39817,55,3.8727,780,49,M,programmer,94560
0.14545,0.42615,42,3.7857,781,20,M,student,48825
0.031033,0.56299,232,2.7888,782,21,F,artist,33205
0.0051717,0.48747,30,3.8667,783,30,M,marketing,77081
0.0025168,0.48408,39,3.8462,784,47,M,administrator,91040
0.090843,0.46937,27,3.7037,785,32,M,engineer,23322
0.38608,0.49101,117,3.8718,786,36,F,engineer,01754
0.0027434,0.48684,57,3.1404,787,18,F,student,98620
0.49724,0.52372,249,3.3414,788,51,M,administrator,05779
0.061557,0.50187,33,3.6667,789,29,M,other,55420
0.40666,0.70537,231,3.0173,790,27,M,technician,80913
0.019417,0.48127,25,3.8,791,31,M,educator,20064
0.065134,0.54995,47,3.1277,792,40,M,programmer,12205
0.090955,0.59635,55,3.5091,793,22,M,student,85281
0.079628,0.44575,39,4.3077,794,32,M,educator,57197
0.33568,0.56546,159,3.1321,795,30,M,programmer,08610
0.7347,0.67153,358,3.6006,796,32,F,writer,33755
0.026987,0.48477,26,2.6538,797,44,F,other,62522
0.35418,0.62055,239,3.3264,798,40,F,writer,64131
0.051463,0.42737,24,4,799,49,F,administrator,19716
0.055972,0.53784,28,3.75,800,25,M,programmer,55337
0.0053631,0.50737,26,4.0385,801,22,M,writer,92154
0.10172,0.49295,75,3.4933,802,35,M,administrator,34105
0.0019812,0.45474,33,3.0909,803,70,M,administrator,78212
0.74409,0.59363,332,3.6657,804,39,M,educator,61820
0.5203,0.56405,273,3.348,805,27,F,other,20009
0.37912,0.47192,140,3.6429,806,27,M,marketing,11217
0.48406,0.59123,204,3.8922,807,41,F,healthcare,93555
0.0054755,0.48497,23,4.1304,808,45,M,salesman,90016
0.0047031,0.47676,20,3.45,809,50,F,marketing,30803
0.0023513,0.4919,26,4.4231,810,55,F,other,80526
0.0032861,0.48496,21,4.1429,811,40,F,educator,73013
0.003533,0.49462,20,3.5,812,22,M,technician,76234
0.0067594,0.47533,29,2.7931,813,14,F,student,02136
0.061197,0.47505,35,2.9714,814,30,M,other,12345
0.51775,0.44491,183,3.7432,815,32,M,other,28806
0.0052322,0.50396,25,3.84,816,34,M,other,20755
0.046112,0.5583,36,3.3611,817,19,M,student,60152
0.0069192,0.47352,21,3.4762,818,28,M,librarian,27514
0.024441,0.46162,28,4.0714,819,59,M,administrator,40205
0.0078975,0.47684,21,3,820,22,M,student,37725
0.19898,0.50483,62,4.3387,821,37,M,engineer,77845
0.040169,0.48334,25,3.12,822,29,F,librarian,53144
0.57775,0.48299,185,4.0054,823,27,M,artist,50322
0.0064078,0.4734,20,2.6,824,31,M,other,15017
0.19222,0.73504,145,3.6138,825,44,M,engineer,05452
0.2867,0.62492,115,3.8261,826,28,M,artist,77048
0.005477,0.48403,28,3.25,827,23,F,engineer,80228
0.071726,0.38495,104,3.1154,828,28,M,librarian,85282
0.10395,0.42656,64,3.5469,829,48,M,writer,80209
0.33135,0.49145,106,3.7453,830,46,M,programmer,53066
0.14532,0.54824,73,3.5205,831,21,M,other,33765
0.016294,0.5021,25,2.96,832,24,M,technician,77042
0.45658,0.41038,267,3.0562,833,34,M,writer,90019
0.072374,0.55358,54,3.9259,834,26,M,other,64153
0.2988,0.36793,102,4.1471,835,44,F,executive,11577
0.12476,0.3634,50,3.86,836,44,M,artist,10018
0.049769,0.51195,46,3.0435,837,36,F,artist,55409
0.26539,0.4975,93,4.1183,838,23,M,student,01375
0.065657,0.53505,57,3.193,839,38,F,entertainment,90814
0.56471,0.13686,197,4.1371,840,39,M,artist,55406
0.0055506,0.4928,31,3.9032,841,45,M,doctor,47401
0.0073106,0.46365,27,3.7407,842,40,M,writer,93055
0.38777,0.46648,204,2.7353,843,35,M,librarian,44212
0.2279,0.55672,81,3.5062,844,22,M,engineer,95662
0.0052445,0.44657,31,3.129,845,64,M,doctor,97405
0.88003,0.26709,405,3.7407,846,27,M,lawyer,47130
0.30694,0.52898,146,3.0342,847,29,M,student,55417
0.48244,0.26764,150,4.2867,848,46,M,engineer,02146
0.082476,0.49173,23,4.8696,849,15,F,student,25652
0.22977,0.49053,51,4.5294,850,34,M,technician,78390
0.2877,0.65984,209,3.4593,851,18,M,other,29646
0.083092,0.56178,49,3.4694,852,46,M,administrator,94086
0.0018987,0.49701,41,2.9756,853,49,M,writer,40515
0.39188,0.44428,217,3.212,854,29,F,student,55408
0.038911,0.41053,23,3.3478,855,53,M,librarian,04988
0.0050979,0.48595,26,3.4231,856,43,F,marketing,97215
0.015769,0.4614,22,3.2727,857,35,F,administrator,V1G4L
0.019641,0.45918,21,3.4286,858,63,M,educator,09645
0.044874,0.52204,39,3.8462,859,18,F,other,06492
0.08375,0.45389,71,3.2394,860,70,F,retired,48322
0.057664,0.39069,43,4,861,38,F,student,14085
0.51606,0.47732,165,4.3636,862,25,M,executive,13820
0.0020876,0.50051,107,3.1215,863,17,M,student,60089
0.74074,0.71343,294,3.8231,864,27,M,programmer,63021
0.0602,0.5224,66,2.2879,865,25,M,artist,11231
0.0060579,0.44569,20,2.7,866,45,M,other,60302
0.33186,0.4309,95,4.2632,867,24,M,scientist,92507
0.42273,0.48392,208,2.9519,868,21,M,programmer,55303
0.056838,0.50552,47,2.8723,869,30,M,student,10025
0.57045,0.32726,269,3.4535,870,22,M,student,65203
0.18306,0.51184,115,3.4957,871,31,M,executive,44648
0.060499,0.63148,71,3.3803,872,19,F,student,74078
0.0046331,0.47806,20,2.9,873,48,F,administrator,33763
0.059608,0.40636,34,3.8235,874,36,M,scientist,37076
0.25782,0.33603,89,4.191,875,24,F,student,35802
0.062644,0.41926,21,4.1905,876,41,M,other,20902
0.16347,0.45973,81,3.8272,877,30,M,other,77504
0.28382,0.32307,134,3.2687,878,50,F,educator,98027
0.059442,0.55389,29,3.6897,879,33,F,administrator,55337
0.6176,0.85024,368,3.4266,880,13,M,student,83702
0.57997,0.53993,259,3.3205,881,39,M,marketing,43017
0.44424,0.57955,137,4.0511,882,35,M,engineer,40503
0.52166,0.32874,268,3.9254,883,49,M,librarian,50266
0.072237,0.39229,43,3.7209,884,44,M,engineer,55337
0.26314,0.55587,102,3.3137,885,30,F,other,95316
0.53958,0.60472,240,3.3625,886,20,M,student,61820
0.3684,0.71401,171,3.924,887,14,F,student,27249
0.055721,0.44036,20,4.3,888,41,M,scientist,17036
0.65808,0.47693,326,3.4356,889,24,M,technician,78704
0.36136,0.30748,119,3.8571,890,32,M,student,97301
0.07334,0.56672,47,4.1277,891,51,F,administrator,03062
0.6479,0.48913,226,4,892,36,M,other,45243
0.1114,0.59852,59,3.4237,893,25,M,student,95823
0.19838,0.44576,245,3.6367,894,47,M,educator,74075
0.044799,0.50603,20,3.75,895,31,F,librarian,32301
0.66888,0.56815,362,2.9807,896,28,M,writer,91505
0.53651,0.56585,185,3.9622,897,30,M,other,33484
0.0080993,0.47832,30,3.5,898,23,M,homemaker,61755
0.40058,0.52171,135,3.5259,899,32,M,other,55116
0.06895,0.44991,45,2.5556,900,60,M,retired,18505
0.32775,0.61544,124,3.8548,901,38,M,executive,L1V3W
0.11432,0.47151,49,3.449,902,45,F,artist,97203
0.34319,0.43796,136,3.8529,903,28,M,educator,20850
0.086723,0.51461,47,3.7447,904,17,F,student,61073
0.037527,0.52151,40,3.275,905,27,M,other,30350
0.05801,0.50994,41,3.8049,906,45,M,librarian,70124
0.29026,0.69551,147,4.5714,907,25,F,other,80526
0.22203,0.38747,74,3.5541,908,44,F,librarian,68504
0.031274,0.41883,26,4.3462,909,50,F,educator,53171
0.12439,0.54112,60,3.1667,910,28,M,healthcare,29301
0.2956,0.3295,98,3.8061,911,37,F,writer,53210
0.18011,0.35041,53,3.8113,912,51,M,other,06512
0.37954,0.4352,132,3.5227,913,27,M,student,76201
0.040387,0.45932,23,3.087,914,44,F,other,08105
0.0064802,0.46735,26,3.1154,915,50,M,entertainment,60614
0.65658,0.5268,317,3.3659,916,27,M,engineer,N2L5N
0.05129,0.51822,35,3.5429,917,22,F,student,20006
0.18746,0.31878,103,3.3495,918,40,M,scientist,70116
0.28952,0.62412,217,3.47,919,25,M,other,14216
0.0049877,0.47802,26,3.2308,920,30,F,artist,90008
0.217,0.60979,110,3.2727,921,20,F,student,98801
0.31991,0.61416,127,3.3701,922,29,F,administrator,21114
0.11983,0.65731,74,4.1486,923,21,M,student,E2E3R
0.22747,0.45044,82,3.7561,924,29,M,other,11753
0.035783,0.48587,32,3.125,925,18,F,salesman,49036
0.007643,0.46931,20,3.3,926,49,M,entertainment,01701
0.25687,0.71903,120,3.6917,927,23,M,programmer,55428
0.089017,0.43361,32,4.6875,928,21,M,student,55408
0.18343,0.37951,49,3.6939,929,44,M,scientist,53711
0.095344,0.49694,63,2.9683,930,28,F,scientist,07310
0.056801,0.5091,61,3.7213,931,60,M,educator,33556
0.55687,0.093275,241,3.9668,932,58,M,educator,06437
0.40382,0.53351,184,2.6467,933,28,M,student,48105
0.42249,0.35149,174,3.7011,934,61,M,engineer,22902
0.067309,0.58454,39,3.9231,935,42,M,doctor,66221
0.12097,0.59803,142,3.7465,936,24,M,other,32789
0.042787,0.45691,40,3.375,937,48,M,educator,98072
0.12158,0.69767,108,3.2685,938,38,F,technician,55038
0.070882,0.58448,49,4.2653,939,26,F,student,33319
0.24197,0.43631,107,3.4579,940,32,M,administrator,02215
0.044845,0.52522,22,4.0455,941,20,M,student,97229
0.20497,0.39386,79,4.2658,942,48,F,librarian,78209
0.40898,0.65633,168,3.4107,943,22,M,student,77841
