X,Y,numReview,avgReview,index,title,date,url,genUnknown,genAction,genAdventure,genAnimation,genChildren,genComedy,genCrime,genDocu,genDrama,genFantasy,genNoir,genHorror,genMusical,genMystery,genRomance,genSciFi,genThriller,genWar,genWestern
1.0005,0.36445,126,3.6429,345,Jackie Brown (1997),1-Jan-97,http://us.imdb.com/M/title-exact?imdb-title-119396,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.75085,0.53763,137,3.5109,346,Wag the Dog (1997),9-Jan-98,http://us.imdb.com/M/title-exact?imdb-title-120885,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.53894,0.49374,27,3.2963,347,Desperate Measures (1998),30-Jan-98,http://us.imdb.com/Title?Desperate+Measures+(1998),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0.18571,0.66543,31,2.9032,348,Hard Rain (1998),16-Jan-98,http://us.imdb.com/M/title-exact?imdb-title-120696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2707,0.46355,41,3.1463,349,Fallen (1998),16-Jan-98,http://us.imdb.com/Title?Fallen+(1998),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.25501,0.45546,20,2.7,350,"Prophecy II, The (1998)",16-Jan-98,http://us.imdb.com/M/title-exact?imdb-title-119959,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.48892,0.61161,26,2.1154,351,Spice World (1997),1-Jan-97,http://us.imdb.com/M/title-exact?imdb-title-120185,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.64734,0.26827,14,2.4286,352,Deep Rising (1998),30-Jan-98,http://us.imdb.com/M/title-exact?imdb-title-118956,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.67193,0.53553,72,3.4861,353,"Wedding Singer, The (1998)",13-Feb-98,http://us.imdb.com/M/title-exact?Wedding+Singer%2C+The+(1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.48192,0.64336,41,2.9268,354,Sphere (1998),13-Feb-98,http://us.imdb.com/M/title-exact?Sphere+(1998),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.59779,0.78226,97,3.3814,355,"Client, The (1994)",1-Jan-94,"http://us.imdb.com/M/title-exact?Client,%20The%20(1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0.97608,0.59577,264,4.2917,356,One Flew Over the Cuckoo's Nest (1975),1-Jan-75,http://us.imdb.com/M/title-exact?One%20Flew%20Over%20the%20Cuckoo's%20Nest%20(1975),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.067331,0.63171,143,2.6154,357,Spawn (1997),1-Aug-97,http://us.imdb.com/M/title-exact?Spawn+(1997/I),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.70495,0.48156,18,3.5,358,"Assignment, The (1997)",1-Jan-97,http://us.imdb.com/M/title-exact?Assignment%2C+The+(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.46506,0.30625,10,3.2,359,Wonderland (1997),1-Jan-97,http://us.imdb.com/M/title-exact?Wonderland+(1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.62679,0.40503,10,3.5,360,Incognito (1997),1-Jan-97,http://us.imdb.com/M/title-exact?Incognito+(1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.53513,0.35694,28,2.8214,361,Blues Brothers 2000 (1998),6-Feb-98,http://us.imdb.com/M/title-exact?Blues+Brothers+2000+(1998),0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3805,0.30474,47,2.7234,362,Sudden Death (1995),1-Jan-95,http://us.imdb.com/M/title-exact?Sudden%20Death%20(1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33184,0.28934,37,2.6757,363,Ace Ventura: When Nature Calls (1995),1-Jan-95,http://us.imdb.com/M/title-exact?Ace%20Ventura:%20When%20Nature%20Calls%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18123,0.26008,48,3.2083,364,Powder (1995),1-Jan-95,http://us.imdb.com/M/title-exact?Powder%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.32233,0.82557,47,3.3404,365,Dangerous Minds (1995),1-Jan-95,http://us.imdb.com/M/title-exact?Dangerous%20Minds%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.72022,0.40892,170,3.4588,366,Clueless (1995),1-Jan-95,http://us.imdb.com/M/title-exact?Clueless%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.43925,0.41375,31,1.9032,367,Bio-Dome (1996),1-Jan-96,http://us.imdb.com/M/title-exact?Bio-Dome%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35301,0.3432,55,2.6364,368,Black Sheep (1996),2-Feb-96,http://us.imdb.com/M/title-exact?Black%20Sheep%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4987,0.33885,39,2.8205,369,Mary Reilly (1996),23-Feb-96,http://us.imdb.com/M/title-exact?Mary%20Reilly%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.7195,0.35556,67,3.1642,370,"Bridges of Madison County, The (1995)",9-Feb-96,"http://us.imdb.com/M/title-exact?Bridges%20of%20Madison%20County,%20The%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.76186,0.26294,34,3.5294,371,Jeffrey (1995),1-Jan-95,http://us.imdb.com/M/title-exact?Jeffrey%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18252,0.44383,39,2.8974,372,Judge Dredd (1995),1-Jan-95,http://us.imdb.com/M/title-exact?Judge%20Dredd%20(1995),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.33152,0.59884,11,2.2727,373,Mighty Morphin Power Rangers: The Movie (1995),1-Jan-95,http://us.imdb.com/M/title-exact?Mighty%20Morphin%20Power%20Rangers:%20The%20Movie%20(1995),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.72991,0.51204,23,1.9565,374,Showgirls (1995),1-Jan-95,http://us.imdb.com/M/title-exact?Showgirls%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.11526,0.79306,24,2.8333,375,Houseguest (1994),1-Jan-94,http://us.imdb.com/M/title-exact?Houseguest%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.080419,0.49664,13,2.1538,376,Heavyweights (1994),1-Jan-94,http://us.imdb.com/M/title-exact?Heavyweights%20(1994),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5241,0.73656,101,3.7228,377,Miracle on 34th Street (1994),1-Jan-94,http://us.imdb.com/M/title-exact?Miracle%20on%2034th%20Street%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.43004,0.28847,43,2.9767,378,Tales From the Crypt Presents: Demon Knight (1995),1-Jan-95,http://us.imdb.com/M/title-exact?Tales%20From%20the%20Crypt%20Presents:%20Demon%20Knight%20(1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.39666,0.87896,116,3.3362,379,Star Trek: Generations (1994),1-Jan-94,http://us.imdb.com/M/title-exact?Star%20Trek:%20Generations%20(1994),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.84443,0.43052,100,3.55,380,Muriel's Wedding (1994),1-Jan-94,http://us.imdb.com/M/title-exact?Muriel's%20Wedding%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.85237,0.23873,111,3.5946,381,"Adventures of Priscilla, Queen of the Desert, The (1994)",1-Jan-94,"http://us.imdb.com/M/title-exact?Adventures%20of%20Priscilla,%20Queen%20of%20the%20Desert,%20The%20(1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.1748,0.54195,31,2.0645,382,"Flintstones, The (1994)",1-Jan-94,"http://us.imdb.com/M/title-exact?Flintstones,%20The%20(1994)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16612,0.66618,69,2.7826,383,Naked Gun 33 1/3: The Final Insult (1994),1-Jan-94,http://us.imdb.com/M/title-exact?Naked%20Gun%2033%201/3:%20The%20Final%20Insult%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.46918,0.85699,208,3.5625,384,True Lies (1994),1-Jan-94,http://us.imdb.com/M/title-exact?True%20Lies%20(1994),0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.51384,0.18039,87,2.8161,385,Addams Family Values (1993),1-Jan-93,http://us.imdb.com/M/title-exact?Addams%20Family%20Values%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.80511,0.36386,65,3.3846,386,"Age of Innocence, The (1993)",1-Jan-93,"http://us.imdb.com/M/title-exact?Age%20of%20Innocence,%20The%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.13869,0.80719,28,2.3929,387,Beverly Hills Cop III (1994),1-Jan-94,http://us.imdb.com/M/title-exact?Beverly%20Hills%20Cop%20III%20(1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.42189,0.40762,27,3.4444,388,Black Beauty (1994),1-Jan-94,http://us.imdb.com/Title?Black+Beauty+(1994/I),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.48458,0.56315,10,3.2,389,Fear of a Black Hat (1993),1-Jan-93,http://us.imdb.com/M/title-exact?Fear%20of%20a%20Black%20Hat%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.40931,0.25718,59,2.7458,390,Last Action Hero (1993),1-Jan-93,http://us.imdb.com/M/title-exact?Last%20Action%20Hero%20(1993),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13185,0.75456,68,3.5441,391,"Man Without a Face, The (1993)",1-Jan-93,"http://us.imdb.com/M/title-exact?Man%20Without%20a%20Face,%20The%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.51381,0.82252,192,3.4115,392,Mrs. Doubtfire (1993),1-Jan-93,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.27131,0.43921,12,3.3333,393,Radioland Murders (1994),1-Jan-94,http://us.imdb.com/M/title-exact?Radioland%20Murders%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0.071483,0.70585,56,2.5893,394,Robin Hood: Men in Tights (1993),1-Jan-93,http://us.imdb.com/M/title-exact?Robin%20Hood:%20Men%20in%20Tights%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0132,0.40706,54,2.8148,395,Serial Mom (1994),1-Jan-94,http://us.imdb.com/M/title-exact?Serial%20Mom%20(1994),0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.1091,0.79068,12,2.5833,396,Striking Distance (1993),1-Jan-93,http://us.imdb.com/M/title-exact?Striking%20Distance%20(1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10766,0.49416,26,2.0769,397,Super Mario Bros. (1993),1-Jan-93,http://us.imdb.com/M/title-exact?Super%20Mario%20Bros.%20(1993),0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.58242,0.24965,89,3.3034,398,"Three Musketeers, The (1993)",1-Jan-93,"http://us.imdb.com/M/title-exact?Three%20Musketeers,%20The%20(1993)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.44853,0.15598,18,2.7222,399,"Little Rascals, The (1994)",1-Jan-94,"http://us.imdb.com/M/title-exact?Little%20Rascals,%20The%20(1994)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.81063,0.24776,76,2.8026,400,"Brady Bunch Movie, The (1995)",1-Jan-95,"http://us.imdb.com/M/title-exact?Brady%20Bunch%20Movie,%20The%20(1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3288,0.82606,170,3.4647,401,Ghost (1990),1-Jan-90,http://us.imdb.com/M/title-exact?Ghost%20(1990),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0.2314,0.81471,201,3.4279,402,Batman (1989),1-Jan-89,http://us.imdb.com/M/title-exact?Batman%20(1989),0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.92687,0.61757,101,3.6733,403,Pinocchio (1940),1-Jan-40,http://us.imdb.com/M/title-exact?Pinocchio%20(1940),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4243,0.82195,344,3.314,404,Mission: Impossible (1996),22-May-96,http://us.imdb.com/M/title-exact?Mission:%20Impossible%20(1996),0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7798,0.58666,49,2.449,405,Thinner (1996),25-Oct-96,http://us.imdb.com/M/title-exact?Thinner%20(1996),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.19544,0.38463,43,2.5116,406,Spy Hard (1996),24-May-96,http://us.imdb.com/M/title-exact?Spy%20Hard%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.77592,0.4368,112,4.4911,407,"Close Shave, A (1995)",28-Apr-96,"http://us.imdb.com/M/title-exact?Close%20Shave,%20A%20(1995)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.20538,0.2883,70,3.1429,408,Jack (1996),7-Aug-96,http://us.imdb.com/M/title-exact?Jack%20(1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.68579,0.2044,162,3.1296,409,Kingpin (1996),12-Jul-96,http://us.imdb.com/M/title-exact?Kingpin%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41157,0.63985,163,2.9141,410,"Nutty Professor, The (1996)",28-Jun-96,"http://us.imdb.com/M/title-exact?Nutty%20Professor,%20The%20(1996)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0.73247,0.15954,93,2.3978,411,"Very Brady Sequel, A (1996)",23-Aug-96,"http://us.imdb.com/M/title-exact?Very%20Brady%20Sequel,%20A%20(1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31632,0.71223,55,2.6364,412,Tales from the Crypt Presents: Bordello of Blood (1996),19-Jul-96,http://us.imdb.com/M/title-exact?Tales%20from%20the%20Crypt%20Presents:%20Bordello%20of%20Blood%20(1996),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.94048,0.36427,62,3.5323,413,My Favorite Year (1982),1-Jan-82,http://us.imdb.com/M/title-exact?My%20Favorite%20Year%20(1982),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3543,0.51825,25,2.84,414,"Apple Dumpling Gang, The (1975)",1-Jan-75,"http://us.imdb.com/M/title-exact?Apple%20Dumpling%20Gang,%20The%20(1975)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.85701,0.47372,64,3.4844,415,Old Yeller (1957),1-Jan-57,http://us.imdb.com/M/title-exact?Old%20Yeller%20(1957),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.73856,0.69378,73,3.0959,416,"Parent Trap, The (1961)",1-Jan-61,"http://us.imdb.com/M/title-exact?Parent%20Trap,%20The%20(1961)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.36724,0.80919,129,3.5814,417,Cinderella (1950),1-Jan-50,http://us.imdb.com/M/title-exact?Cinderella%20(1950),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.75166,0.7108,178,3.7247,418,Mary Poppins (1964),1-Jan-64,http://us.imdb.com/M/title-exact?Mary%20Poppins%20(1964),0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.90833,0.60455,81,3.6667,419,Alice in Wonderland (1951),1-Jan-51,http://us.imdb.com/M/title-exact?Alice%20in%20Wonderland%20(1951),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.70132,0.73541,106,3.5943,420,William Shakespeare's Romeo and Juliet (1996),25-Oct-96,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.61592,0.35736,26,2.8462,421,Aladdin and the King of Thieves (1996),1-Jan-96,http://us.imdb.com/M/title-exact?Aladdin%20and%20the%20King%20of%20Thieves%20(1996)%20(V),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.95401,0.64299,300,3.8333,422,E.T. the Extra-Terrestrial (1982),1-Jan-82,http://us.imdb.com/M/title-exact?E%2ET%2E%20the%20Extra-Terrestrial%20%281982%29,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0.12981,0.56092,19,1.3158,423,Children of the Corn: The Gathering (1996),1-Jan-96,http://us.imdb.com/M/title-exact?Children%20of%20the%20Corn%3A%20The%20Gathering%20%281996%29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.94893,0.32327,85,3.7412,424,Bob Roberts (1992),1-Jan-92,http://us.imdb.com/M/title-exact?Bob%20Roberts%20(1992),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26173,0.36425,32,2.8438,425,"Transformers: The Movie, The (1986)",1-Jan-86,"http://us.imdb.com/M/title-exact?Transformers:%20The%20Movie,%20The%20(1986)",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0.96638,0.59213,219,4.2922,426,To Kill a Mockingbird (1962),1-Jan-62,http://us.imdb.com/M/title-exact?To%20Kill%20a%20Mockingbird%20(1962),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.91545,0.35733,121,3.8182,427,Harold and Maude (1971),1-Jan-71,http://us.imdb.com/M/title-exact?Harold%20and%20Maude%20(1971),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.72084,0.62669,97,3.9381,428,"Day the Earth Stood Still, The (1951)",1-Jan-51,"http://us.imdb.com/M/title-exact?Day%20the%20Earth%20Stood%20Still,%20The%20(1951)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.64117,0.15106,93,4,429,Duck Soup (1933),1-Jan-33,http://us.imdb.com/M/title-exact?Duck%20Soup%20(1933),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.20501,0.66905,153,3.5359,430,Highlander (1986),1-Jan-86,http://us.imdb.com/M/title-exact?Highlander%20(1986),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.90595,0.45632,174,3.7701,431,Fantasia (1940),1-Jan-40,http://us.imdb.com/M/title-exact?Fantasia%20(1940),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.65002,0.69749,171,3.6901,432,Heathers (1989),1-Jan-89,http://us.imdb.com/M/title-exact?Heathers%20(1989),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4331,0.64726,67,3.8358,433,Forbidden Planet (1956),1-Jan-56,http://us.imdb.com/M/title-exact?Forbidden%20Planet%20(1956),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0335,0.53788,216,3.9491,434,Butch Cassidy and the Sundance Kid (1969),1-Jan-69,http://us.imdb.com/M/title-exact?Butch%20Cassidy%20and%20the%20Sundance%20Kid%20(1969),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4907,0.20133,99,3.5354,435,"American Werewolf in London, An (1981)",1-Jan-81,"http://us.imdb.com/M/title-exact?American%20Werewolf%20in%20London,%20An%20(1981)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.20868,0.76077,5,1,436,Amityville 1992: It's About Time (1992),1-Jan-92,http://us.imdb.com/M/title-exact?Amityville%201992:%20It's%20About%20Time%20(1992),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.20141,0.73363,6,1.1667,437,Amityville 3-D (1983),1-Jan-83,http://us.imdb.com/M/title-exact?Amityville%203-D%20(1983),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.18205,0.75266,5,1,438,Amityville: A New Generation (1993),1-Jan-93,http://us.imdb.com/M/title-exact?Amityville:%20A%20New%20Generation%20(1993),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.12047,0.63567,14,1.6429,439,Amityville II: The Possession (1982),1-Jan-82,http://us.imdb.com/M/title-exact?Amityville%20II:%20The%20Possession%20(1982),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.34235,0.33731,53,2.566,440,"Amityville Horror, The (1979)",1-Jan-79,"http://us.imdb.com/M/title-exact?Amityville%20Horror,%20The%20(1979)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.23754,0.7185,4,1.25,441,"Amityville Curse, The (1990)",1-Jan-90,"http://us.imdb.com/M/title-exact?Amityville%20Curse,%20The%20(1990)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.99287,0.48031,162,3.8086,442,"Birds, The (1963)",1-Jan-63,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.59054,0.7412,46,2.7174,443,"Blob, The (1958)",1-Jan-58,"http://us.imdb.com/M/title-exact?Blob,%20The%20(1958)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.61628,0.71851,22,3.5,444,"Body Snatcher, The (1945)",1-Jan-45,"http://us.imdb.com/M/title-exact?Body%20Snatcher,%20The%20(1945)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.028427,0.50919,9,2.4444,445,Burnt Offerings (1976),1-Jan-76,http://us.imdb.com/M/title-exact?Burnt%20Offerings%20(1976),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.99082,0.50021,121,3.5041,446,Carrie (1976),1-Jan-76,http://us.imdb.com/M/title-exact?Carrie%20(1976),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.19879,0.67724,85,3.3882,447,"Omen, The (1976)",1-Jan-76,"http://us.imdb.com/M/title-exact?Omen,%20The%20(1976)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.40465,0.84429,117,3.0342,448,Star Trek: The Motion Picture (1979),1-Jan-79,http://us.imdb.com/M/title-exact?Star%20Trek:%20The%20Motion%20Picture%20(1979),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.4147,0.45638,63,2.3968,449,Star Trek V: The Final Frontier (1989),1-Jan-89,http://us.imdb.com/M/title-exact?Star%20Trek%20V:%20The%20Final%20Frontier%20(1989),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.19138,0.82878,170,3.3471,450,Grease (1978),1-Jan-78,http://us.imdb.com/M/title-exact?Grease%20(1978),0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0.14933,0.79028,66,2.6667,451,Jaws 2 (1978),1-Jan-78,http://us.imdb.com/M/title-exact?Jaws%202%20(1978),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.15639,0.77474,16,1.9375,452,Jaws 3-D (1983),1-Jan-83,http://us.imdb.com/M/title-exact?Jaws%203-D%20(1983),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.20198,0.54755,16,2.875,453,Bastard Out of Carolina (1996),15-Dec-96,http://us.imdb.com/M/title-exact?Bastard%20Out%20of%20Carolina%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.24522,0.20274,145,3.2552,454,Jackie Chan's First Strike (1996),10-Jan-97,http://us.imdb.com/M/title-exact?Police%20Story%204:%20First%20Strike%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.30722,0.42712,48,2.3125,455,Beverly Hills Ninja (1997),17-Jan-97,http://us.imdb.com/M/title-exact?Beverly%20Hills%20Ninja%20(1997),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13639,0.52069,27,1.7407,456,Free Willy 3: The Rescue (1997),8-Aug-97,http://us.imdb.com/M/title-exact?Free+Willy+3%3A+The+Rescue+(1997),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.13169,0.65312,90,3.1222,457,Nixon (1995),1-Jan-95,http://us.imdb.com/M/title-exact?Nixon%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.56314,0.53738,24,3.75,458,"Cry, the Beloved Country (1995)",1-Jan-95,"http://us.imdb.com/M/title-exact?Cry,%20the%20Beloved%20Country%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.57585,0.47312,28,3,459,"Crossing Guard, The (1995)",1-Jan-95,"http://us.imdb.com/M/title-exact?Crossing%20Guard,%20The%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.80794,0.63536,74,3.6216,460,Smoke (1995),1-Jan-95,http://us.imdb.com/M/title-exact?Smoke%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.91991,0.5571,148,3.8041,461,Like Water For Chocolate (Como agua para chocolate) (1992),1-Jan-92,http://us.imdb.com/M/title-exact?Como%20agua%20para%20chocolate%20(1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.91372,0.34426,71,3.8592,462,"Secret of Roan Inish, The (1994)",1-Jan-94,"http://us.imdb.com/M/title-exact?Secret%20of%20Roan%20Inish,%20The%20(1994)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.74661,0.33272,27,3.5926,463,Vanya on 42nd Street (1994),1-Jan-94,http://us.imdb.com/M/title-exact?Vanya%20on%2042nd%20Street%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.73642,0.36626,85,3.5647,464,"Jungle Book, The (1994)",1-Jan-94,"http://us.imdb.com/M/title-exact?Jungle%20Book,%20The%20(1994)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.60022,0.2724,52,3.5962,465,Red Rock West (1992),1-Jan-92,http://us.imdb.com/M/title-exact?Red%20Rock%20West%20(1992),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.27218,0.79949,48,3.7917,466,"Bronx Tale, A (1993)",1-Jan-93,"http://us.imdb.com/M/title-exact?Bronx%20Tale,%20A%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
