X,Y,numReview,avgReview,num,age,sex,job,zip,lat,lon,
0.60412,0.35725,311,3.0547,362,20,M,student,87501,35.697,-105.982,
0.29834,0.38241,20,3.45,363,63,M,engineer,1810,42.648,-71.166,
0.48555,0.4124,58,3.3793,364,29,M,lawyer,20009,38.919,-77.04,
0.26426,0.38897,33,4.3939,365,20,F,student,50670,42.674,-92.633,
0.34567,0.40104,58,4.1552,366,17,M,student,37411,35.035,-85.245,
0.35042,0.47596,45,3.2889,367,18,M,student,92113,32.695,-117.122,
0.36922,0.41064,22,4,368,24,M,student,91335,33.787,-118.299,
0.6364,0.6353,75,3.6933,369,52,M,writer,8534,40.329,-74.814,
0.48785,0.63434,51,4.098,370,36,M,engineer,99206,47.665,-117.373,
0.24469,0.41405,66,4.303,371,25,F,student,66046,38.879,-95.315,
0.50703,0.56572,233,3.7339,372,24,F,other,55116,44.911,-93.165,
0.19782,0.49987,274,3.3102,373,36,M,executive,78746,30.297,-97.818,
0.45582,0.44806,28,3.6786,374,17,M,entertainment,37777,35.828,-84.045,
0.51129,0.48014,30,3.7333,375,28,F,other,10010,40.739,-73.984,
0.39972,0.33975,33,3.9091,376,22,M,student,18015,40.589,-75.352,
0.57685,0.46215,375,3.424,377,35,M,student,2859,41.964,-71.723,
0.73425,0.57586,196,3.9898,378,44,M,programmer,98117,47.432,-121.803,
0.76083,0.63153,162,3.1975,379,32,M,engineer,55117,45.002,-93.106,
0.80778,0.58087,127,3.811,380,33,M,artist,94608,37.834,-122.295,
0.28843,0.44522,53,3.4717,381,45,M,engineer,1824,42.446,-71.459,
0.67737,0.65191,71,4.3803,382,42,M,administrator,75204,32.8,-96.781,
0.37249,0.45276,22,4.1364,383,52,M,programmer,45218,39.277,-84.521,
0.66609,0.68953,281,3.2954,384,36,M,writer,10003,40.73,-73.989,
0.45427,0.34677,23,3.6522,385,36,M,salesman,43221,39.969,-83.011,
0.7438,0.48034,304,3.3618,386,33,M,entertainment,37412,35.002,-85.238,
0.20602,0.4724,52,4.1731,387,31,M,other,36106,32.353,-86.258,
0.78732,0.56918,271,3.7048,388,44,F,writer,83702,43.662,-116.195,
0.37428,0.59546,31,3.8387,389,42,F,writer,85016,33.277,-112.187,
0.75735,0.54176,121,3.7686,390,23,M,student,84604,40.317,-111.608,
0.73555,0.60812,111,4.045,391,52,M,writer,59801,46.854,-113.909,
0.1662,0.4331,448,3.3371,392,19,M,student,83686,43.55,-116.613,
0.58913,0.40914,149,3.8591,393,25,M,administrator,96819,21.373,-157.902,
0.62324,0.49386,57,3.8947,394,43,M,other,44092,41.597,-81.459,
0.23116,0.44652,54,3.4074,395,57,M,engineer,94551,37.68,-121.921,
0.74357,0.58144,102,3.7059,396,17,M,student,27514,36.005,-79.054,
0.71091,0.65294,172,3.7093,397,40,M,other,60008,42.074,-88.027,
0.40189,0.56558,319,2.9373,398,25,M,other,92374,34.154,-116.898,
0.41458,0.41571,22,3.5909,399,33,F,administrator,78213,29.438,-98.462,
0.6629,0.6512,153,3.1176,400,46,F,healthcare,84107,40.657,-111.89,
0.67959,0.58499,68,3.8971,401,30,M,engineer,95129,37.189,-121.705,
0.36453,0.49981,50,3.68,402,37,M,other,6811,41.423,-73.479,
0.25583,0.44718,44,3.25,403,29,F,programmer,55108,44.981,-93.177,
0.30925,0.32641,737,1.8345,404,22,F,healthcare,10019,40.766,-73.985,
0.71152,0.55385,342,3.5322,405,52,M,educator,93109,34.407,-119.724,
0.68805,0.45003,226,3.469,406,29,M,engineer,3261,43.209,-71.203,
0.42502,0.36815,27,3.7407,407,23,M,student,61755,40.53,-89.37,
0.78267,0.60189,203,3.5911,408,48,M,administrator,98225,48.748,-122.454,
0.41634,0.44258,28,3.0357,409,30,F,artist,94025,37.44,-122.186,
0.54437,0.55987,58,3.7759,410,34,M,educator,44691,40.831,-81.895,
0.65858,0.57037,51,3.9412,411,25,M,educator,15222,40.434,-80.025,
0.64542,0.49375,50,3.66,412,55,M,educator,78212,29.439,-98.493,
0.47392,0.41576,25,3.88,413,24,M,programmer,38115,35.058,-89.864,
0.55378,0.46919,24,4.1667,414,39,M,educator,85711,32.214,-110.884,
0.38756,0.61779,493,3.8458,415,20,F,student,92626,33.683,-117.778,
0.35319,0.48487,365,3.2466,416,27,F,other,48103,42.267,-83.849,
0.44948,0.4417,20,2.9,417,55,F,none,21206,39.337,-76.553,
0.59725,0.53049,32,4.2188,418,37,M,lawyer,43215,39.892,-82.877,
0.62224,0.59675,36,4.1667,419,53,M,educator,2140,42.393,-71.134,
0.49805,0.61133,62,3.8548,420,38,F,programmer,55105,44.935,-93.161,
0.51408,0.36072,97,3.4639,421,26,M,entertainment,94533,38.278,-122.02,
0.62341,0.45053,64,3.5781,422,64,M,other,91606,33.787,-118.299,
0.29777,0.56055,44,3.3636,423,36,F,marketing,55422,45.01,-93.342,
0.43061,0.35359,204,2.9559,424,19,M,student,58644,47.402,-102.622,
0.72943,0.6418,101,3.8317,425,55,M,educator,1602,42.275,-71.847,
0.2471,0.39437,31,4.5484,426,51,M,doctor,85258,33.553,-111.88,
0.30992,0.42595,55,3.9273,427,28,M,student,55414,44.975,-93.234,
0.6721,0.44807,414,3.3937,428,27,M,student,29205,33.988,-81,
0.6417,0.52603,65,3.5538,429,38,M,scientist,98199,47.777,-122.264,
0.31791,0.50011,21,3.381,430,24,M,marketing,92629,33.486,-117.696,
0.46936,0.44912,62,3.7097,431,22,M,entertainment,50311,41.64,-93.717,
0.66849,0.45963,41,3.5122,432,27,M,artist,11211,40.708,-73.945,
0.22298,0.49581,44,3.7045,433,16,F,student,49705,45.366,-84.43,
0.57872,0.35911,379,3.3166,434,24,M,engineer,60007,42.02,-87.906,
0.27543,0.47765,145,3.7517,435,30,F,administrator,17345,39.954,-76.836,
0.71685,0.57647,263,3.5817,436,27,F,other,20009,38.919,-77.04,
0.30037,0.46723,33,4.0606,437,51,F,administrator,43204,39.969,-83.011,
0.52486,0.47726,31,3.7097,438,23,F,administrator,20817,38.99,-77.154,
0.51492,0.52526,51,4.1765,439,30,M,other,48076,42.498,-83.206,
0.34473,0.47512,20,3.5,440,50,M,technician,55013,45.363,-92.902,
0.45518,0.37009,143,3.1259,441,22,M,student,85282,33.397,-111.929,
0.34073,0.36822,24,3.375,442,35,M,salesman,33308,26.098,-80.182,
0.50152,0.49506,24,3.7917,443,51,F,lawyer,53202,43.043,-87.895,
0.54817,0.42153,135,1.9852,444,21,M,writer,92653,33.596,-117.716,
0.39556,0.47455,36,2.75,445,57,M,educator,60201,42.049,-87.702,
0.5923,0.49192,139,3.5971,446,30,M,administrator,55113,45.014,-93.157,
0.50385,0.53612,38,3.3421,447,23,M,entertainment,10021,40.769,-73.96,
0.64425,0.41522,75,3.7467,448,23,M,librarian,55021,44.363,-93.267,
0.47188,0.4582,540,3.8648,449,35,F,educator,11758,40.755,-73.602,
0.20616,0.41169,98,2.7347,450,16,M,student,48446,43.121,-83.32,
0.73358,0.66734,206,3.4126,451,35,M,administrator,28018,35.441,-81.789,
0.59443,0.39202,156,3.2885,452,18,M,student,6333,41.379,-72.237,
0.56016,0.69091,236,2.9788,453,57,M,other,97330,44.64,-123.276,
0.67671,0.59058,189,3.5026,454,48,M,administrator,83709,43.558,-116.276,
0.74852,0.4408,217,3.4562,455,24,M,technician,31820,32.566,-84.851,
0.64892,0.46141,277,4.0253,456,33,F,salesman,30011,34.019,-83.826,
0.77731,0.53631,183,3.6885,457,47,M,technician,Y1A6B,300,300,
0.30605,0.48027,118,3.3814,458,22,M,student,29201,33.987,-81.025,
0.61282,0.47494,68,3.4118,459,44,F,other,60630,41.812,-87.687,
0.43028,0.40653,23,3,460,15,M,student,98102,47.432,-121.803,
0.42607,0.43149,33,4,461,19,F,student,2918,41.841,-71.44,
0.60627,0.44324,133,2.8647,462,48,F,healthcare,75218,32.839,-96.699,
0.55296,0.57696,53,4.0377,463,60,M,writer,94583,37.769,-121.976,
0.70759,0.64011,80,3.4375,464,32,M,other,5001,43.592,-72.464,
0.43286,0.51326,101,3.4653,465,22,M,student,90804,33.786,-118.136,
0.6075,0.51748,44,3.6818,466,29,M,engineer,91201,33.787,-118.299,
0.73614,0.59017,143,3.993,467,28,M,engineer,2341,42.056,-70.876,
0.61002,0.61135,43,4.5349,468,60,M,educator,78628,30.692,-97.756,
0.56274,0.45793,57,3.5789,469,24,M,programmer,10021,40.769,-73.96,
0.24131,0.35624,31,3.3871,470,10,M,student,77459,29.324,-95.65,
0.25145,0.35299,263,4.2281,471,24,M,student,87544,35.85,-106.288,
0.52925,0.50793,35,3.9143,472,29,M,student,94708,37.892,-122.26,
0.74344,0.60815,327,4.0826,473,51,M,executive,93711,36.83,-119.828,
0.46749,0.46463,20,3.6,474,30,M,programmer,75230,32.887,-96.77,
0.41385,0.40995,83,3.3735,475,28,M,student,60440,41.623,-88.022,
0.33996,0.43909,35,4.4571,476,23,F,student,2125,42.315,-71.067,
0.66399,0.48621,113,3.4159,477,29,M,other,10019,40.766,-73.985,
0.67536,0.62681,202,3.4208,478,30,M,educator,55409,44.925,-93.289,
0.60735,0.6016,60,3.7333,479,57,M,retired,98257,48.414,-122.508,
0.5929,0.59664,56,3.9821,480,73,M,retired,37771,35.826,-84.284,
0.31395,0.48143,26,3.4231,481,18,F,student,40256,38.189,-85.677,
0.49344,0.5493,59,3.0508,482,29,M,scientist,43212,39.969,-83.011,
0.45422,0.66744,139,3.9928,483,27,M,student,21208,39.385,-76.727,
0.46979,0.38941,26,3.0385,484,44,F,educator,95821,38.627,-121.438,
0.55123,0.4365,189,3.2222,485,39,M,educator,93101,34.422,-119.707,
0.52223,0.62877,231,3.645,486,22,M,engineer,92121,32.904,-117.208,
0.54368,0.6471,154,3.3571,487,48,M,technician,21012,39.031,-76.623,
0.21672,0.40285,109,3.7248,488,55,M,other,45218,39.277,-84.521,
0.51033,0.49685,57,2.7895,489,29,F,artist,V5A2B,300,300,
0.53085,0.52893,33,3.8485,490,43,F,writer,53711,43.021,-89.418,
0.67964,0.61662,55,3.5273,491,57,M,educator,94618,37.843,-122.24,
0.48765,0.61755,135,3.7556,492,22,M,engineer,60090,42.124,-87.934,
0.48941,0.53072,47,3.8723,493,38,F,administrator,49428,42.919,-85.843,
0.37534,0.36969,213,3.9531,494,29,M,engineer,3052,42.887,-71.485,
0.68473,0.39868,129,3.031,495,21,F,student,55414,44.975,-93.234,
0.34066,0.54491,279,3.1792,496,20,M,student,50112,41.685,-92.63,
0.7903,0.52357,149,3.2886,497,26,M,writer,55408,44.948,-93.289,
0.74687,0.65002,102,3.8627,498,42,M,programmer,75006,32.767,-96.778,
0.50091,0.39106,225,3.3422,499,28,M,administrator,94305,37.189,-121.705,
0.46314,0.34312,73,3.7671,500,22,M,student,10025,40.799,-73.968,
0.22169,0.40739,37,3.1081,501,22,M,student,23092,37.583,-76.498,
0.73388,0.59338,160,4.0187,502,50,F,writer,27514,36.005,-79.054,
0.19558,0.37106,251,3.6215,503,40,F,writer,92115,32.758,-117.071,
0.47563,0.59668,112,3.3661,504,27,F,other,20657,38.493,-76.46,
0.63647,0.48085,242,3.6736,505,46,M,programmer,3869,43.161,-70.943,
0.26249,0.53241,58,4.7241,506,18,F,writer,28450,34.346,-78.751,
0.7799,0.56669,87,3.8276,507,27,M,marketing,19382,39.912,-75.63,
0.47185,0.42856,33,2.5152,508,23,M,administrator,10011,40.741,-74,
0.24054,0.45214,30,2.7667,509,34,M,other,98038,47.409,-121.969,
0.32454,0.40725,24,3.75,510,22,M,student,21250,39.258,-76.713,
0.49407,0.46371,21,4.3333,511,29,M,other,20090,38.893,-77.015,
0.32276,0.48329,22,4.3636,512,43,M,administrator,26241,38.847,-79.893,
0.69846,0.66165,194,3.8402,513,27,M,programmer,20707,39.093,-76.882,
0.25412,0.43289,40,3,514,53,M,marketing,49508,42.889,-85.622,
0.47912,0.53119,21,4.0952,515,53,F,librarian,10021,40.769,-73.96,
0.36639,0.46142,37,3.2973,516,24,M,student,55454,44.981,-93.253,
0.24672,0.48052,73,3.6438,517,49,F,writer,99709,64.86,-148,
0.2851,0.41538,49,4.1224,518,22,M,other,55320,45.227,-93.924,
0.50862,0.42106,23,3.4348,519,62,M,healthcare,12603,41.691,-73.862,
0.55444,0.39934,150,3.14,520,19,M,student,2146,42.308,-71.089,
0.53684,0.54626,30,4.3333,521,36,M,engineer,55443,45.119,-93.343,
0.51007,0.65592,100,4.36,522,50,F,administrator,4102,43.743,-70.443,
0.74904,0.65497,306,3.4935,523,56,M,educator,2159,42.316,-71.191,
0.46396,0.42942,54,3.2963,524,27,F,administrator,19711,39.668,-75.688,
0.67783,0.44075,68,3.2353,525,30,M,marketing,97124,45.623,-122.953,
0.7354,0.64379,137,3.8321,526,33,M,librarian,12180,42.674,-73.609,
0.45495,0.41432,53,3.717,527,18,M,student,55104,44.956,-93.167,
0.24647,0.47393,43,3.6047,528,47,F,administrator,44224,41.172,-81.45,
0.5447,0.58662,45,3.8889,529,29,M,engineer,94040,37.189,-121.705,
0.31814,0.532,30,3.2333,530,30,F,salesman,97408,44.142,-123.125,
0.39291,0.61973,274,4.1204,531,20,M,student,92705,33.708,-117.846,
0.4914,0.67262,260,3.3846,532,43,M,librarian,2324,41.974,-70.977,
0.23137,0.39622,80,4.075,533,20,M,student,5464,44.639,-72.822,
0.72744,0.65857,218,3.9358,534,45,F,educator,80302,40.064,-105.39,
0.47867,0.66531,163,3.8712,535,38,M,engineer,30078,33.863,-84.008,
0.75797,0.48526,490,2.8653,536,36,M,engineer,22902,38.027,-78.48,
0.69621,0.57382,81,3.6173,537,31,M,scientist,21010,39.38,-76.295,
0.52493,0.61234,56,3.9821,538,53,F,administrator,80303,40.068,-105.275,
0.58884,0.43467,63,3.7143,539,28,M,engineer,91201,33.787,-118.299,
0.43941,0.42139,133,3.6241,540,19,F,student,84302,41.538,-112.062,
0.72129,0.53999,135,3.4889,541,21,M,student,60515,41.796,-88.012,
0.67853,0.60488,197,3.533,542,33,M,scientist,95123,37.189,-121.705,
0.40181,0.44297,31,2.8065,543,44,F,other,29464,32.847,-79.821,
0.34183,0.54756,162,3.5062,544,27,M,technician,8052,39.951,-74.992,
0.24633,0.37504,59,3.8983,545,36,M,executive,22911,38.1,-78.408,
0.39894,0.47408,23,3.6522,546,50,M,educator,14534,43.06,-77.521,
0.24621,0.49023,155,3.671,547,51,M,writer,95468,38.919,-123.541,
0.44653,0.45202,25,3.72,548,42,M,scientist,45680,38.465,-82.501,
0.31349,0.40332,40,3.675,549,16,F,student,95453,39.053,-122.919,
0.52242,0.33692,334,3.8024,550,25,M,programmer,55414,44.975,-93.234,
0.31597,0.46183,84,3.0952,551,45,M,other,68147,41.176,-95.955,
0.71652,0.63583,100,4.17,552,58,M,educator,62901,37.775,-89.387,
0.49316,0.6079,114,3.5702,553,32,M,scientist,62901,37.775,-89.387,
0.45556,0.49047,52,4.0192,554,29,F,educator,23227,37.625,-77.435,
0.62779,0.53938,44,4.2045,555,35,F,educator,30606,33.951,-83.431,
0.48138,0.49674,53,3.7547,556,30,F,writer,11217,40.685,-73.981,
0.38864,0.45812,20,4.2,557,56,F,writer,63132,38.675,-90.375,
0.46449,0.57125,76,3.5789,558,69,M,executive,10022,40.759,-73.968,
0.666,0.46109,101,3.396,559,32,M,student,10003,40.73,-73.989,
0.77265,0.51587,357,3.0252,560,23,M,engineer,60005,42.061,-87.883,
0.53635,0.5482,72,3.5417,561,54,F,administrator,20879,39.173,-77.186,
0.41842,0.45768,30,3.7667,562,39,F,librarian,32707,28.661,-81.314,
0.35989,0.46281,34,3.4118,563,65,M,retired,94591,38.114,-122.206,
0.49768,0.60059,35,4.5429,564,40,M,student,55422,45.01,-93.342,
0.74809,0.52206,149,3.443,565,20,M,student,14627,43.128,-77.628,
0.65772,0.67843,155,3.9548,566,24,M,entertainment,10003,40.73,-73.989,
0.74205,0.63032,81,3.3704,567,39,M,educator,1915,42.565,-70.854,
0.62249,0.45788,70,3.4857,568,34,M,educator,91903,33.017,-116.846,
0.43306,0.38342,22,2.6818,569,26,M,educator,14627,43.128,-77.628,
0.57676,0.56073,20,3.45,570,34,M,artist,1945,42.561,-70.771,
0.53445,0.47934,20,3.25,571,51,M,educator,20003,38.86,-76.989,
0.59507,0.62587,51,3.7451,572,68,M,retired,48911,42.68,-84.543,
0.53576,0.49107,46,3.5217,573,56,M,educator,53188,42.995,-88.242,
0.45794,0.52101,26,3.1538,574,33,M,marketing,46032,40.071,-86.117,
0.36689,0.55735,36,3.5278,575,48,M,executive,98281,48.987,-123.058,
0.37021,0.52356,188,3.8032,576,36,F,student,77845,30.579,-96.294,
0.32949,0.49309,24,2.6667,577,31,M,administrator,M7A1A,300,300,
0.55841,0.66735,74,3.473,578,32,M,educator,48103,42.267,-83.849,
0.35603,0.3817,47,3.5532,579,16,M,student,17961,40.618,-76.207,
0.42061,0.51519,28,4.0357,580,37,M,other,94131,37.744,-122.443,
0.57279,0.37643,62,3.2742,581,17,M,student,93003,34.23,-119.221,
0.61413,0.54815,27,4.4444,582,44,M,engineer,29631,34.76,-82.802,
0.38373,0.50956,24,3.5417,583,25,M,student,27511,35.751,-78.707,
0.65666,0.61081,80,3.7375,584,69,M,librarian,98501,46.985,-122.869,
0.25371,0.51295,166,3.3253,585,20,M,student,79508,32.289,-99.81,
0.23063,0.37121,98,2.9694,586,26,M,other,14216,42.946,-78.86,
0.45294,0.59045,225,3.7422,587,18,F,student,93063,34.292,-118.82,
0.21544,0.4419,43,3.4419,588,21,M,lawyer,90034,33.787,-118.299,
0.64594,0.4423,48,3.5,589,50,M,educator,82435,44.616,-108.949,
0.72339,0.55893,84,3.6548,590,57,F,librarian,92093,33.017,-116.846,
0.72269,0.45207,360,3.8139,591,18,M,student,97520,42.148,-122.537,
0.64533,0.59861,156,3.609,592,31,F,educator,68767,42.224,-97.582,
0.45796,0.5346,25,3.48,593,46,M,educator,M4J2K,300,300,
0.47792,0.32152,96,3.1979,594,25,M,programmer,31909,32.542,-84.92,
0.32762,0.48524,20,3.6,595,20,M,artist,77073,29.834,-95.434,
0.37205,0.37635,41,3.6341,596,23,M,other,84116,40.798,-112,
0.43591,0.43899,25,3.68,597,40,F,marketing,43085,40.04,-82.897,
0.22248,0.45233,47,3.8936,598,22,F,student,R3T5K,300,300,
0.48876,0.43925,89,3.5843,599,34,M,programmer,2320,300,300,
0.69674,0.49572,148,3.0811,600,19,F,artist,99687,61.531,-149.478,
0.31781,0.47687,29,3.7931,601,47,F,other,34656,28.325,-82.482,
0.52511,0.56245,47,3.7872,602,21,M,programmer,47905,40.393,-86.884,
0.30425,0.51235,27,3.2963,603,39,M,educator,11787,40.857,-73.208,
0.65074,0.44693,90,3.7556,604,33,M,engineer,33716,27.891,-82.693,
0.51457,0.59565,236,3.9661,605,28,M,programmer,63044,38.751,-90.412,
0.61403,0.54045,37,3.8378,606,49,F,healthcare,2154,42.389,-71.24,
0.70556,0.67756,163,3.6748,607,22,M,other,10003,40.73,-73.989,
0.29318,0.40051,28,2.3929,608,13,F,student,55106,44.957,-93.042,
0.63645,0.64462,75,3.7333,609,22,M,student,21227,39.242,-76.677,
0.4846,0.46525,42,3.8333,610,46,M,librarian,77008,29.834,-95.434,
0.29792,0.43432,27,3.3704,611,36,M,educator,79070,36.408,-100.687,
0.5735,0.54029,28,4.3214,612,37,F,marketing,29678,34.716,-82.964,
0.33776,0.4701,39,3.1282,613,54,M,educator,80227,39.667,-105.067,
0.75685,0.60732,103,3.8641,614,38,M,educator,27705,36.019,-78.9,
0.4076,0.44621,43,3.6279,615,55,M,scientist,50613,42.517,-92.436,
0.26791,0.56127,108,2.6204,616,27,F,writer,11201,40.694,-73.989,
0.71035,0.59946,216,3.287,617,15,F,student,44212,41.206,-81.823,
0.37716,0.61202,89,3.5056,618,17,M,student,44134,41.382,-81.727,
0.2184,0.4205,110,3.8273,619,18,F,writer,81648,39.936,-108.651,
0.40576,0.30799,171,3.5497,620,17,M,student,60402,41.812,-87.687,
0.63712,0.38312,228,3.3904,621,25,M,programmer,14850,42.403,-76.484,
0.51896,0.5456,45,3.7333,622,50,F,educator,60187,41.84,-88.089,
0.56113,0.37622,141,3.5319,623,19,M,student,30067,33.933,-84.462,
0.70937,0.63511,106,3.434,624,27,M,programmer,20723,39.137,-76.869,
0.5307,0.37293,32,2.3438,625,23,M,scientist,19807,39.795,-75.616,
0.69785,0.51898,181,3.2928,626,24,M,engineer,8034,39.9,-75.035,
0.28703,0.43223,27,4.7037,627,13,M,none,94306,37.189,-121.705,
0.72076,0.60561,121,4.0826,628,46,F,other,44224,41.172,-81.45,
0.17851,0.4273,108,3.3241,629,26,F,healthcare,55408,44.948,-93.289,
0.38753,0.44518,20,3.1,630,18,F,student,38866,34.304,-88.667,
0.6893,0.63129,118,3.661,631,18,M,student,55454,44.981,-93.253,
0.38287,0.57348,58,3.3103,632,35,M,programmer,55414,44.975,-93.234,
0.40479,0.42552,135,3.3704,633,39,M,engineer,T8H1N,300,300,
0.43153,0.41656,34,3.2647,634,22,M,other,23237,37.401,-77.471,
0.2594,0.48308,20,4.45,635,47,M,educator,48043,42.598,-82.878,
0.30897,0.38845,104,2.4904,636,30,M,other,74101,36.039,-95.869,
0.50004,0.57263,67,3.5373,637,45,M,engineer,1940,42.534,-71.029,
0.75669,0.67254,148,2.9595,638,42,F,librarian,12065,42.851,-73.793,
0.60817,0.4975,109,4.2294,639,20,M,student,61801,40.134,-88.182,
0.5596,0.58429,40,4.125,640,24,M,student,60626,41.812,-87.687,
0.19871,0.44926,318,3.6226,641,18,F,student,95521,40.564,-123.936,
0.73277,0.50563,206,3.7379,642,39,M,scientist,55122,44.786,-93.22,
0.22821,0.44144,42,4,643,51,M,retired,63645,37.491,-90.336,
0.76472,0.5525,122,3.959,644,27,M,programmer,53211,43.082,-87.89,
0.28218,0.42427,38,2.9474,645,17,F,student,51250,43.084,-96.27,
0.53284,0.52915,58,3.8276,646,40,M,educator,45810,40.676,-83.701,
0.3894,0.65155,297,3.2593,647,43,M,engineer,91351,33.787,-118.299,
0.41221,0.42898,24,3.7917,648,20,M,student,39762,33.416,-88.743,
0.5689,0.54643,311,3.1543,649,42,M,engineer,83814,47.728,-116.781,
0.56784,0.45584,21,3.2857,650,65,M,retired,2903,41.819,-71.412,
0.37778,0.45965,22,3.1364,651,35,M,other,22911,38.1,-78.408,
0.43912,0.68577,283,2.6926,652,31,M,executive,55105,44.935,-93.161,
0.49579,0.66669,147,3.6871,653,27,F,student,78739,30.173,-97.887,
0.51727,0.30778,685,2.908,654,50,F,healthcare,60657,41.812,-87.687,
0.41544,0.37635,24,2.5417,655,48,M,educator,10314,40.591,-74.151,
0.51273,0.43333,29,3.2414,656,26,F,none,78704,30.241,-97.769,
0.65567,0.57774,71,3.7324,657,33,M,programmer,92626,33.683,-117.778,
0.68538,0.65422,191,3.7906,658,31,M,educator,54248,300,300,
0.52928,0.40407,224,2.5848,659,26,M,student,77380,30.144,-95.47,
0.73234,0.60565,121,3.9174,660,28,M,programmer,98121,47.432,-121.803,
0.28637,0.45747,23,3.8696,661,55,M,librarian,19102,39.953,-75.166,
0.49761,0.51769,158,3.5316,662,26,M,other,19341,40.05,-75.637,
0.77414,0.57709,166,3.747,663,30,M,engineer,94115,37.786,-122.437,
0.5472,0.50206,142,3.4789,664,25,M,administrator,55412,45.025,-93.299,
0.76878,0.54092,245,3.6653,665,44,M,administrator,61820,40.102,-88.197,
0.61346,0.61055,47,3.9574,666,35,M,librarian,1970,42.513,-70.904,
0.48188,0.45042,46,3.5217,667,29,F,writer,10016,40.746,-73.978,
0.78208,0.61691,100,3.38,668,37,M,other,20009,38.919,-77.04,
0.56811,0.57547,46,3.8478,669,30,M,technician,21114,39.064,-76.623,
0.35472,0.52518,124,3.5806,670,21,M,programmer,91919,300,300,
0.4176,0.49681,29,3.2414,671,54,F,administrator,90095,33.787,-118.299,
0.43385,0.5445,35,3.8857,672,51,M,educator,22906,38.04,-78.485,
0.34725,0.4992,41,3.6585,673,13,F,student,55337,44.772,-93.226,
0.62,0.55058,34,3.7059,674,34,M,other,28814,35.665,-82.493,
0.43605,0.61598,77,3.5844,675,30,M,programmer,32712,28.731,-81.538,
0.25055,0.44226,49,3.5918,676,20,M,other,99835,57.081,-135.318,
0.59172,0.49983,28,3.4286,677,50,M,educator,61462,40.925,-90.618,
0.67543,0.50143,62,3.6613,678,20,F,student,54302,44.495,-87.979,
0.5814,0.55183,38,4,679,33,M,lawyer,90405,33.787,-118.299,
0.29817,0.56225,22,3.2273,680,44,F,marketing,97208,45.532,-122.565,
0.38003,0.35123,399,3.1378,681,23,M,programmer,55128,44.991,-92.949,
0.57294,0.47984,75,3.2267,682,42,M,librarian,23509,36.881,-76.262,
0.51333,0.62644,86,3.4884,683,28,M,student,55414,44.975,-93.234,
0.26512,0.39842,20,2.05,684,32,F,librarian,55409,44.925,-93.289,
0.65415,0.66836,71,4.5634,685,32,M,educator,26506,39.645,-79.963,
0.3445,0.40154,21,3.4762,686,31,F,healthcare,27713,35.911,-78.918,
0.26237,0.43655,24,4.8333,687,37,F,administrator,60476,41.812,-87.687,
0.33969,0.56148,36,3.8333,688,25,M,other,45439,39.749,-84.2,
0.38261,0.42481,115,3.1478,689,35,M,salesman,63304,38.732,-90.705,
0.55931,0.58256,32,4.2188,690,34,M,educator,60089,42.18,-87.961,
0.36843,0.40408,40,3.275,691,34,M,engineer,18053,40.719,-75.701,
0.60829,0.64287,154,3.1364,692,43,F,healthcare,85210,33.387,-111.84,
0.73235,0.63868,157,4.1529,693,60,M,programmer,6365,41.522,-71.993,
0.4323,0.34499,38,3.2895,694,26,M,writer,38115,35.058,-89.864,
0.60045,0.45392,29,3.931,695,55,M,other,94920,37.935,-122.564,
0.54758,0.34528,105,3.7143,696,25,M,other,77042,29.834,-95.434,
0.7,0.64481,127,2.8425,697,28,F,programmer,6906,41.071,-73.521,
0.24341,0.38909,149,3.1477,698,44,M,other,96754,22.207,-159.395,
0.46307,0.58458,21,3.6667,699,17,M,student,76309,33.893,-98.5,
0.55765,0.54486,33,4.2121,700,51,F,librarian,56321,45.578,-94.42,
0.30185,0.51558,31,2.4516,701,37,M,other,89104,36.113,-115.106,
0.44455,0.67247,47,3.5319,702,26,M,educator,49512,42.88,-85.535,
0.76696,0.62853,90,3.7778,703,51,F,librarian,91105,33.787,-118.299,
0.17238,0.42154,114,3.7105,704,21,F,student,54494,44.38,-89.919,
0.32693,0.46,29,3.3103,705,23,M,student,55454,44.981,-93.253,
0.62033,0.62898,236,3.4958,706,56,F,librarian,19146,39.945,-75.176,
0.30219,0.35654,105,3.2,707,26,F,homemaker,96349,300,300,
0.48119,0.57012,138,3.5725,708,21,M,other,N4T1A,300,300,
0.74519,0.54622,86,3.6977,709,19,M,student,92020,32.788,-116.961,
0.78932,0.54355,221,3.8597,710,22,F,student,15203,40.425,-79.98,
0.27915,0.49553,162,3.7654,711,22,F,student,54901,44.006,-88.558,
0.47511,0.50844,30,2.9667,712,42,F,other,7204,40.666,-74.267,
0.21418,0.46895,44,3.5227,713,26,M,engineer,55343,44.914,-93.448,
0.5808,0.39883,167,3.3832,714,21,M,technician,91206,33.787,-118.299,
0.75082,0.61861,269,3.8885,715,36,F,administrator,44265,41.011,-81.298,
0.37199,0.48057,93,3.7097,716,24,M,technician,84105,40.738,-111.857,
0.23584,0.45918,39,3.6923,717,42,M,technician,64118,39.213,-94.574,
0.46851,0.52012,67,3.1045,718,37,F,other,V0R2H,300,300,
0.44444,0.49728,30,3.9667,719,49,F,administrator,16506,42.064,-80.166,
0.31821,0.51008,168,3.5357,720,24,F,entertainment,11238,40.681,-73.964,
0.33063,0.4301,42,3.619,721,50,F,homemaker,17331,39.936,-76.673,
